rank,date,game_id,away_team,home_team,market_total,market_spread_home,bet,ridge_pred_total,recency_pred_total,from_team_pred_total,xgb_elo_pred_total,ensemble_pred_total,elo_sim_pred_total,ridge_edge,recency_edge,from_team_edge,xgb_elo_edge,elo_sim_edge,ens_edge,brain_score,line_move_total,line_move_pts,n_snapshots,home_elo_pre,away_elo_pre,elo_diff,pre_elo_home,pre_elo_away,pred_home_pts,pred_away_pts
15,2026-03-10,401851172,Wake Forest Demon Deacons,Virginia Tech Hokies,151.5,-2.5,UNDER,148.5,147.5,157,143,148,150.5,-3.1836061599520065,-3.854397714896436,5.489409073225062,-8.6331939697265625,-1.0837001217338411,-3.519001937424207,6,0.5,-0.1,3,1536.1978994259614,1526.1473196181728,33.52281054775017,1618.0468885432244,1584.5240779954745,75.26941960566933,75.14688027259685
16,2026-03-10,401856433,Monmouth Hawks,Hofstra Pride,134,-4.5,OVER,137.5,135.5,148.5,141.5,136.5,149,3.672074545188849,1.4744584402219516,14.440829534090142,7.4658660888671875,14.987853953391607,2.573266492705386,5.7,-2.75,-0.5,3,1594.2084133308883,1549.4455198930916,109.90263675985534,1750.6070437179235,1640.7044069580684,75.8175000832293,73.1703538701623
17,2026-03-10,401851335,Idaho Vandals,Eastern Washington Eagles,151.5,-0.25,UNDER,148.5,157,155,143,152.5,149,-3.0435914881983592,5.314132969458626,3.511738318408362,-8.6699371337890625,-2.583938672676112,1.1352707406301192,5.4,-2.5,0.5,3,1512.9933787830464,1529.7496039540583,14.11687276121097,1590.8913115522498,1576.7744387910388,74.41274444444444,74.50331688287945
18,2026-03-10,401851716,Alcorn State Braves,Prairie View A&M Panthers,146,-6.5,OVER,146.5,140.5,146.5,139,143.5,143,0.5388329906685385,-5.6399653915067915,0.43620387793117743,-6.862396240234375,-2.987137698556637,-2.5505662004191265,3.7,0,0,3,1467.993124686404,1428.5829019676587,142.42976151017706,1464.1077893862794,1321.6780278761023,73.90256927561013,69.11029302583323
19,2026-03-10,401851521,Mercyhurst Lakers,Long Island University Sharks,137,-5.5,UNDER,134.5,148.5,136,142,141.5,145,-2.453586462038487,11.455910130622044,-0.8324334027533666,4.80303955078125,8.141429916420861,4.501161834291793,3.3,0,0,3,1592.5372280854624,1512.3089860585178,95.54105100176456,1661.141287382318,1565.6002363805535,74.26127743362832,70.88015248279252
20,2026-03-10,401851334,Montana Grizzlies,Portland State Vikings,144,-3.5,OVER,145,137,158,145,141,146.5,0.9919973514904541,-6.756857206581515,14.159426296954962,0.8947601318359375,2.5830365079365265,-2.8824299275455303,3.2,1.5,0.30000000000000004,3,1550.1885720611112,1507.8644286033218,58.02205305247412,1586.6665105884206,1528.6444575359465,73.70239961655074,72.88063689138578
21,2026-03-10,401851363,Penn State Nittany Lions,Northwestern Wildcats,144,-6.5,UNDER,142.5,151.5,133,139,147,148,-1.2344571736104228,7.747958446058362,-10.640917536892914,-4.612396240234375,4.097946984414932,3.2567506362239556,3.1,-0.75,0.15000000000000002,3,1480.3847004406473,1439.5956279526438,167.7936143549996,1511.5915481581997,1343.7979338032,75.6991458950202,72.14880108939474
22,2026-03-10,401851612,UT Rio Grande Valley Vaqueros,McNeese Cowboys,140,-8,UNDER,140,143.5,152.5,139,141.5,148.5,-0.10388426525872774,3.5808145593459244,12.572208131235072,-1.1189727783203125,8.524426602086464,1.7384651470435983,2.9,-3,0.6000000000000001,3,1652.305812578692,1557.507171186954,131.6679170378775,1808.356812165642,1676.6888951277645,76.50139133134626,72.0230352707402
23,2026-03-10,401851171,Syracuse Orange,SMU Mustangs,155,-5,OVER,156,152.5,157.5,143,154.5,151,1.4993993244996204,-2.026737907071009,2.590193442368559,-11.883193969726562,-3.8879316349397186,-0.2636692912856802,2.3,-1.25,-0.25,3,1529.0107389544537,1511.269330288459,50.354902219201904,1598.891786508015,1548.536884288813,76.17846468874578,74.68360367631449
24,2026-03-10,401851434,Detroit Mercy Titans,Wright State Raiders,152,-3.5,UNDER,151.5,152,162,142,151.5,149.5,-0.642811657313132,0.005015289400546408,9.895665010254447,-10.19696044921875,-2.6872699229430737,-0.31889818395629277,2,-1.5,0.30000000000000004,3,1590.9079227342263,1548.1435248134242,55.23576533396067,1693.0929217855444,1637.8571564515837,75.99696810837683,73.31576196868009
